,Background,Hair Style,Hair Color,Facial Hair,Top,Bottom,Footwear,Ring,Headwear,Glasses,Piercings,Accessories
32899,White,Straight Sideswept Fringe,Blonde,,Red Longsleeve,Gray Slacks,White Canvas Sneaker with White Sole,,,Black Books,,Black Smartphone
32900,White,Medium Curly Bob,Blonde,Thin,Dark Gray Longsleeve,Charcoal Slacks,White Canvas Sneaker with White Sole,,,,,Brown Leather Briefcase
32901,White,Short Messy,Blonde,,Navy Jumpsuit,,Black Suede Chelseas with Brown Sole,,,Black Books,,
32902,White,Medium Curly Bob,Light Brown,Stubble,Navy Blazer with Striped Shirt and No Tie,Charcoal Slacks,Brown Leather Shoes with Laces,,,,,Black Smartphone
32903,White,Long Afro,Dark Brown,,Charcoal Blazer with Light Blue Shirt and Black Tie,Navy Slacks,Redbrown Leather Workboot with Brown Sole,,,,,Light Blue Smartphone
32904,White,Buzz Cut,Dark Brown,,Gray Oxford with Buttons,Charcoal Slacks,Brown Leather Shoes with Laces,,,,,Black Smartphone
32905,White,Short Messy,Black,,Charcoal Blazer with Light Blue Shirt and No Tie,Blue Denim,White Canvas Sneaker with White Sole,Two Rings,,,,
32906,White,Short Updo,Light Brown,,Navy Oxford with Buttons,Charcoal Slacks,Black Suede Chelseas with Brown Sole,,,,,Black Leather Briefcase
32907,White,Medium Curly Bob,Light Brown,,Navy Blazer with Striped Shirt and No Tie,Light-Wash Denim,White Canvas Sneaker with White Sole,,,,,Black Leather Briefcase
32908,White,Updo Bun,Black,Mustache,Tan Blazer with Off-White Shirt and Tan Tie,Khaki Slacks,White Canvas Sneaker with White Sole,,,,,
32909,White,Short Messy,Auburn,,Olive Oxford with Pocket,Light-Wash Denim,Brown Leather Shoes with Laces,,,Rosegold Aviators,,Brown Leather Briefcase
32910,White,Straight Sideswept Fringe,Black,,Olive Oxford with Tie,Dark-Wash Denim,Brown Leather Shoes with Laces,,,,,
32911,White,Medium Curly Bob,Dark Brown,,Light Gray Longsleeve,Dark-Wash Denim,White Canvas Sneaker with White Sole,,,Rosegold Aviators,,Lunchbox
32912,White,Short Afro Fade,Blonde,,Charcoal Blazer with Light Blue Shirt and Black Tie,Gray Slacks,Brown Leather Shoes with Laces,,,Black Books,,
32913,White,Updo Bun,Light Brown,,Navy Oxford with Buttons,Khaki Slacks,White Canvas Sneaker with White Sole,,,Black Books,,Brown Leather Briefcase
32914,White,Low Ponytail,Black,,Navy Blazer with Striped Shirt and No Tie,Charcoal Slacks,Black Suede Chelseas with Brown Sole,,,Black Books,,Blue Lunchbox
32915,White,Straight Sideswept Fringe,Black,,Charcoal Blazer with Light Blue Shirt and Black Tie,Dark-Wash Denim,Black Suede Chelseas with Brown Sole,,,,,Lunchbox
32916,White,Short Messy,Dark Brown,Stubble,Charcoal Blazer with Light Blue Shirt and No Tie,Navy Slacks,Black Suede Chelseas with Brown Sole,,,Silver Aviators,,Black Smartphone
32917,White,Short Updo,Light Brown,Thin,Olive Cardigan with Beige Oxford Shirt,Gray Slacks,Black Leather Shoes with Laces,,,,,Blue Lunchbox
32918,White,Short Coil,Blonde,,Olive Oxford with Pocket,Gray Slacks,Redbrown Leather Workboot with Brown Sole,,,Black Books,,Black Leather Briefcase
32919,White,Buzz Cut,Dark Brown,,Navy Oxford with Buttons,Khaki Slacks,Redbrown Leather Workboot with Brown Sole,,Tan Workers Cap,,,Lunchbox
32920,White,Short Messy,Black,,Navy Blazer with Striped Shirt and No Tie,Charcoal Slacks,Brown Leather Shoes with Laces,,,,,
32921,White,Buzz Cut,Black,,Gray Blazer with Black Shirt and Gray Tie,Khaki,Brown Leather Shoes with Laces,,Navy Blue Workers Cap,,,
32922,White,Buzz Cut,Blonde,,Khaki Oxford with Pocket,Gray Slacks,Redbrown Leather Workboot with Brown Sole,,Navy Blue Workers Cap,,,Brown Leather Briefcase
32923,White,Straight Sideswept Fringe,Blonde,,Blue Longsleeve,Gray Slacks,White Canvas Sneaker with White Sole,,,,,Black Smartphone
32924,White,Medium Curly Bob,Light Brown,,Khaki Oxford with Buttons,Charcoal Slacks,Black Suede Chelseas with Brown Sole,,,,,
32925,White,Short Coil,Black,,Navy Blazer with Striped Shirt and Navy Tie,Charcoal Slacks,White Leather Sneaker with Grey Sole,Ring One Blue,,,,
32926,White,,Blonde,,Gray Jumpsuit,,Black Leather Shoes with Laces,,Tan Workers Cap,Black Books,,
32927,White,Short Afro Fade,Light Brown,,Dark Gray Longsleeve,Dark-Wash Denim,White Canvas Sneaker with White Sole,Two Rings,,,,Black Smartphone
32928,White,Short Coil,Blonde,,Navy Blazer with Striped Shirt and Navy Tie,Charcoal Slacks,Black Leather Shoes with Laces,Two Rings,,Black Books,,
32929,White,Buzz Cut,Dark Brown,Goatee,Navy Blazer with Striped Shirt and No Tie,Navy Slacks,Tan Suede Workboot with Tan Sole,,,,,Brown Leather Briefcase
32930,White,Medium Curly Bob,Black,,Dark Gray Longsleeve,Gray Slacks,Black Leather Shoes with Laces,Two Rings,,,,Black Smartphone
32931,White,Straight Sideswept Fringe,Light Brown,,Gray Oxford with Pocket,Light-Wash Denim,Tan Suede Workboot with Tan Sole,,,,,Black Leather Briefcase
32932,White,Long Messy,Light Brown,Stubble,Olive Oxford with Pocket,Gray Slacks,Black Leather Shoes with Laces,,,,,Black Smartphone
32933,White,Medium Curly Bob,Light Brown,,Khaki Oxford with Tie,Navy Slacks,Tan Suede Workboot with Tan Sole,Two Rings,,Silver Aviators,,Blue Lunchbox
32934,White,Short Coil,Light Grey,,Red Longsleeve,Blue Denim,Brown Leather Shoes with Laces,,,Black Books,,Lunchbox
32935,White,Short Updo,Light Grey,Thin,Khaki Oxford with Buttons,Charcoal Slacks,White Canvas Sneaker with White Sole,,,,,Black Smartphone
32936,White,Short Messy,Blonde,,Tan Blazer with Off-White Shirt and Tan Tie,Navy Slacks,Black Leather Shoes with Laces,,,,,
32937,White,Medium Curly Bob,Light Brown,,Olive Oxford with Tie and Pocket,Khaki Slacks,Black Suede Chelseas with Brown Sole,,,,,Brown Leather Briefcase
32938,White,Low Ponytail,Light Grey,Stubble,Charcoal Blazer with Light Blue Shirt and Black Tie,Dark-Wash Denim,Black Suede Chelseas with Brown Sole,Two Rings,,Silver Aviators,,Brown Leather Briefcase
32939,White,Short Coil,Black,Thin,Olive Oxford with Tie,Charcoal Slacks,Black Suede Chelseas with Brown Sole,,,Black Books,,
32940,White,Short Afro Fade,Light Brown,,Gray Jumpsuit,,White Leather Sneaker with Grey Sole,,,Silver Aviators,Stud Earring,Black Smartphone
32941,White,Updo Bun,Blonde,,Gray Oxford with Tie and Pocket,Dark-Wash Denim,Black Leather Shoes with Laces,,,Black Books,,
32942,White,Short Pixie,Black,,Light Gray Longsleeve,Khaki Slacks,White Leather Sneaker with Grey Sole,Two Rings,,Black Books,,Brown Leather Briefcase
32943,White,Short Messy,Blonde,,Blue Longsleeve,Light-Wash Denim,Brown Leather Shoes with Laces,Two Rings,,,,Black Smartphone
32944,White,Short Messy,Black,,Gray Blazer with Black Shirt and Gray Tie,Charcoal Slacks,Tan Suede Workboot with Tan Sole,Two Rings,,Silver Aviators,,Black Smartphone
32945,White,Short Coil,Black,,Dark Gray Longsleeve,Charcoal Slacks,Tan Suede Workboot with Tan Sole,,,Black Books,Stud Earring,Lunchbox
32946,White,Low Ponytail,Black,,Dark Gray Longsleeve,Gray Slacks,Black Leather Shoes with Laces,,,,,Black Smartphone
32947,White,Low Ponytail,Auburn,Stubble,Dark Gray Cardigan with Light Gray Longsleeve Shirt,Navy Slacks,Redbrown Leather Workboot with Brown Sole,,,Black Books,,
32948,White,Short Updo,Light Grey,,Olive Oxford with Pocket,Khaki Slacks,White Leather Sneaker with Grey Sole,,,Black Books,,
32949,White,,Light Grey,,Olive Oxford with Buttons,Charcoal Slacks,Brown Leather Shoes with Laces,Two Rings,Navy Blue Workers Cap,,,Black Leather Briefcase
32950,White,Long Afro,Black,,Dark Gray Cardigan with Tan Oxford Shirt,Dark-Wash Denim,Brown Leather Shoes with Laces,,,,,
32951,White,,Dark Brown,,Navy Oxford with Tie and Pocket,Khaki Slacks,Brown Leather Shoes with Laces,,,,,Brown Leather Briefcase
32952,White,Long Messy,Auburn,,Light Gray Cardigan with Tan Oxford Shirt,Navy Slacks,Brown Leather Shoes with Laces,,,,,Black Leather Briefcase
32953,White,Long Messy,Black,,Light Gray Cardigan with Off-White Longsleeve Shirt,Navy Slacks,White Canvas Sneaker with White Sole,Two Rings,,,,Lunchbox
32954,White,Short Coil,Dark Brown,Goatee,Khaki Oxford with Pocket,Charcoal Slacks,Brown Leather Shoes with Laces,,,Silver Aviators,,
32955,White,,Black,Goatee,Navy Oxford with Tie,Light-Wash Denim,Tan Suede Workboot with Tan Sole,,Tan Workers Cap,,,Lunchbox
32956,White,Buzz Cut,Light Brown,,Red Longsleeve,Gray Slacks,White Leather Sneaker with Grey Sole,,Tan Workers Cap,,,Black Smartphone
32957,White,Long Straight Bangs,Auburn,Thin,Navy Oxford with Tie and Pocket,Charcoal Slacks,Brown Leather Shoes with Laces,,,,,
32958,White,Low Ponytail,Black,,Blue Longsleeve,Light-Wash Denim,Tan Suede Workboot with Tan Sole,,,,,Brown Leather Briefcase
32959,White,Buzz Cut,Black,,Navy Oxford with Tie,Gray Slacks,Tan Suede Workboot with Tan Sole,Two Rings,,,,
32960,White,Short Messy,Light Brown,Beard,Navy Blazer with Striped Shirt and Navy Tie,Gray Slacks,Brown Leather Shoes with Laces,Two Rings,,,,Black Smartphone
32961,White,Short Messy,Black,,Charcoal Blazer with Light Blue Shirt and Black Tie,Gray Slacks,Brown Leather Shoes with Laces,,,,,Black Leather Briefcase
32962,White,Medium Curly Bob,Light Brown,,Gray Blazer with Black Shirt and Gray Tie,Light-Wash Denim,Black Leather Shoes with Laces,,,,,Lunchbox
32963,White,Medium Curly Bob,Light Brown,,Tan Blazer with Off-White Shirt and Tan Tie,Dark-Wash Denim,White Leather Sneaker with Grey Sole,Two Rings,,Black Books,,Black Smartphone
32964,White,Short Afro Fade,Light Grey,,Red Longsleeve,Dark-Wash Denim,Brown Leather Shoes with Laces,,,,,Black Leather Briefcase
32965,White,Long Straight Bangs,Light Brown,,Gray Blazer with Black Shirt and No Tie,Dark-Wash Denim,White Leather Sneaker with Grey Sole,,,,,Lunchbox
32966,White,Straight Sideswept Fringe,Dark Brown,,Red Longsleeve,Khaki,Tan Suede Workboot with Tan Sole,Two Rings,,,,Blue Lunchbox
32967,White,Low Ponytail,Light Brown,Stubble,Olive Oxford with Tie,Gray Slacks,Tan Suede Workboot with Tan Sole,,,Black Books,,Blue Lunchbox
32968,White,Long Straight Bangs,Blonde,,Charcoal Blazer with Light Blue Shirt and No Tie,Khaki Slacks,Black Leather Shoes with Laces,,,Black Books,,
32969,White,Long Messy,Blonde,,Navy Oxford with Buttons,Charcoal Slacks,White Canvas Sneaker with White Sole,Two Rings,,,,Black Leather Briefcase
32970,White,Straight Sideswept Fringe,Light Brown,Goatee,Navy Blazer with Striped Shirt and Navy Tie,Charcoal Slacks,Redbrown Leather Workboot with Brown Sole,,,Silver Aviators,,Black Leather Briefcase
32971,White,Straight Sideswept Fringe,Blonde,Thin,Olive Oxford with Buttons,Navy Slacks,Black Suede Chelseas with Brown Sole,,,,,
32972,White,Straight Sideswept Fringe,Light Brown,,Light Gray Cardigan with Beige Longsleeve Shirt,Charcoal Slacks,Redbrown Leather Workboot with Brown Sole,,,,,Brown Leather Briefcase
32973,White,Short Coil,Black,Goatee,Tan Blazer with Off-White Shirt and No Tie,Charcoal Slacks,White Leather Sneaker with Grey Sole,Two Rings,,Rosegold Aviators,,
32974,White,Short Messy,Black,Thin,Navy Blazer with Striped Shirt and Navy Tie,Light-Wash Denim,Black Leather Shoes with Laces,,,,,Brown Leather Briefcase
32975,White,Medium Curly Bob,Black,,Light Gray Longsleeve,Blue Denim,Redbrown Leather Workboot with Brown Sole,,,,,Black Smartphone
32976,White,Straight Sideswept Fringe,Black,,Navy Blazer with Striped Shirt and No Tie,Charcoal Slacks,White Canvas Sneaker with White Sole,Two Rings,,Silver Aviators,,Black Smartphone
32977,White,Buzz Cut,Dark Brown,Stubble,Khaki Oxford with Buttons,Dark-Wash Denim,Brown Leather Shoes with Laces,Two Rings,Tan Workers Cap,,,Brown Leather Briefcase
32978,White,Updo Bun,Black,,Gray Oxford with Tie,Blue Denim,Black Suede Chelseas with Brown Sole,,,,,
32979,White,Short Coil,Light Grey,Mustache,Red Longsleeve,Khaki,Black Suede Chelseas with Brown Sole,Two Rings,,Black Books,,
32980,White,Low Ponytail,Light Grey,,Navy Jumpsuit,,Redbrown Leather Workboot with Brown Sole,,,,,Blue Lunchbox
32981,White,,Light Brown,,Gray Blazer with Black Shirt and No Tie,Charcoal Slacks,Black Leather Shoes with Laces,,,,,
32982,White,Long Messy,Light Grey,,Olive Oxford with Tie and Pocket,Gray Slacks,White Canvas Sneaker with White Sole,,,Black Books,,
32983,White,Buzz Cut,Light Brown,,Blue Longsleeve,Charcoal Slacks,Brown Leather Shoes with Laces,,,Silver Aviators,,Lunchbox
32984,White,Straight Sideswept Fringe,Blonde,Stubble,Tan Blazer with Off-White Shirt and No Tie,Khaki Slacks,Brown Leather Shoes with Laces,,,,,Black Smartphone
32985,White,Short Pixie,Black,,Charcoal Blazer with Light Blue Shirt and No Tie,Navy Slacks,White Canvas Sneaker with White Sole,,,,,Light Blue Smartphone
32986,White,Buzz Cut,Light Brown,,Blue Longsleeve,Gray Slacks,Brown Leather Shoes with Laces,,,Silver Aviators,,
32987,White,Straight Sideswept Fringe,Blonde,,Navy Blazer with Striped Shirt and Navy Tie,Charcoal Slacks,White Canvas Sneaker with White Sole,Two Rings,,,,Brown Leather Briefcase
32988,White,Straight Sideswept Fringe,Dark Brown,,Navy Oxford with Tie,Khaki,Tan Suede Workboot with Tan Sole,,,,,
32989,White,Short Messy,Auburn,,Navy Oxford with Tie and Pocket,Dark-Wash Denim,Brown Leather Shoes with Laces,,,Black Books,,Black Smartphone
32990,White,Straight Sideswept Fringe,Black,,Light Gray Longsleeve,Khaki Slacks,White Canvas Sneaker with White Sole,Two Rings,,,,Black Leather Briefcase
32991,White,Short Coil,Blonde,,Tan Blazer with Off-White Shirt and No Tie,Dark-Wash Denim,Black Leather Shoes with Laces,,,,,Black Smartphone
32992,White,Short Coil,Auburn,,Khaki Oxford with Pocket,Navy Slacks,Black Suede Chelseas with Brown Sole,Ring One Blue,,,,Brown Leather Briefcase
32993,White,Low Ponytail,Light Brown,,Charcoal Blazer with Light Blue Shirt and No Tie,Light-Wash Denim,White Canvas Sneaker with White Sole,Two Rings,,,,Brown Leather Briefcase
32994,White,Short Messy,Dark Brown,,Gray Blazer with Black Shirt and No Tie,Navy Slacks,Redbrown Leather Workboot with Brown Sole,,,,,
32995,White,Long Afro,Black,,Olive Cardigan with Off-White Longsleeve Shirt,Charcoal Slacks,White Leather Sneaker with Grey Sole,,,Silver Aviators,,Black Leather Briefcase
32996,White,Low Ponytail,Auburn,,Olive Oxford with Buttons,Gray Slacks,Brown Leather Shoes with Laces,,,,,Brown Leather Briefcase
32997,White,Low Ponytail,Blonde,,Light Gray Longsleeve,Khaki Slacks,Black Suede Chelseas with Brown Sole,,,,,Lunchbox
32998,White,Short Coil,Light Brown,Goatee,Olive Cardigan with Beige Longsleeve Shirt,Charcoal Slacks,White Leather Sneaker with Grey Sole,Two Rings,,Black Books,,
32999,White,Long Messy,Light Brown,Beard,Charcoal Blazer with Light Blue Shirt and No Tie,Khaki,Brown Leather Shoes with Laces,,,,,Blue Lunchbox
33000,White,Short Afro Fade,Black,,Gray Blazer with Black Shirt and Gray Tie,Dark-Wash Denim,Redbrown Leather Workboot with Brown Sole,,,,,
33001,White,Short Messy,Dark Brown,,Dark Gray Cardigan with Light Gray Longsleeve Shirt,Charcoal Slacks,Brown Leather Shoes with Laces,Two Rings,,Black Books,Stud Earring,Brown Leather Briefcase
33002,White,Short Afro Fade,Auburn,,Gray Blazer with Black Shirt and No Tie,Navy Slacks,Tan Suede Workboot with Tan Sole,Two Rings,,,,
33003,White,Short Messy,Black,,Charcoal Blazer with Light Blue Shirt and No Tie,Navy Slacks,Redbrown Leather Workboot with Brown Sole,,,,Stud Earring,Black Smartphone
33004,White,Short Coil,Dark Brown,Stubble,Navy Blazer with Striped Shirt and No Tie,Charcoal Slacks,Black Suede Chelseas with Brown Sole,Two Rings,,Silver Aviators,,Brown Leather Briefcase
33005,White,,Blonde,,Dark Gray Longsleeve,Navy Slacks,Brown Leather Shoes with Laces,,,Silver Aviators,,Black Smartphone
33006,White,Short Pixie,Blonde,,Olive Oxford with Tie,Gray Slacks,White Leather Sneaker with Grey Sole,,,,,Black Smartphone
33007,White,,Black,,Navy Oxford with Pocket,Charcoal Slacks,Redbrown Leather Workboot with Brown Sole,,,,,Black Leather Briefcase
33008,White,,Dark Brown,,Tan Blazer with Off-White Shirt and Tan Tie,Charcoal Slacks,Black Leather Shoes with Laces,,,,,Black Leather Briefcase
33009,White,Short Coil,Light Grey,,Olive Oxford with Buttons,Dark-Wash Denim,Brown Leather Shoes with Laces,,,,,Black Smartphone
33010,White,Short Messy,Light Brown,,Navy Oxford with Buttons,Charcoal Slacks,Black Suede Chelseas with Brown Sole,,,,,
33011,White,Short Pixie,Blonde,,Olive Oxford with Pocket,Dark-Wash Denim,White Leather Sneaker with Grey Sole,,,Rosegold Aviators,,Lunchbox
33012,White,,Black,Mustache,Tan Blazer with Off-White Shirt and No Tie,Khaki Slacks,Redbrown Leather Workboot with Brown Sole,Ring One Blue,Tan Workers Cap,,,Black Leather Briefcase
33013,White,Short Afro Fade,Blonde,Stubble,Olive Oxford with Buttons,Dark-Wash Denim,Redbrown Leather Workboot with Brown Sole,,,,Stud Earring,
33014,White,Medium Curly Bob,Black,,Khaki Oxford with Pocket,Dark-Wash Denim,Redbrown Leather Workboot with Brown Sole,,,,,Black Leather Briefcase
33015,White,Long Afro,Black,,Gray Oxford with Tie,Navy Slacks,White Canvas Sneaker with White Sole,,,Black Books,,Black Leather Briefcase
33016,White,Short Coil,Light Grey,,Navy Blazer with Striped Shirt and Navy Tie,Light-Wash Denim,Black Suede Chelseas with Brown Sole,,,,,Brown Leather Briefcase
33017,White,Updo Bun,Black,,Gray Oxford with Tie,Light-Wash Denim,White Canvas Sneaker with White Sole,,,,,
33018,White,Short Pixie,Light Brown,,Navy Jumpsuit,,Brown Leather Shoes with Laces,,,Silver Aviators,Stud Earring,Brown Leather Briefcase
33019,White,Long Messy,Light Brown,,Charcoal Blazer with Light Blue Shirt and No Tie,Light-Wash Denim,White Leather Sneaker with Grey Sole,,,,,Lunchbox
33020,White,,Light Brown,Stubble,Denim Jumpsuit,,Tan Suede Workboot with Tan Sole,,Tan Workers Cap,Black Books,Stud Earring,
33021,White,Straight Sideswept Fringe,Black,Goatee,Olive Cardigan with Beige Oxford Shirt,Navy Slacks,Redbrown Leather Workboot with Brown Sole,,,,,Lunchbox
33022,White,Long Messy,Light Brown,,Khaki Oxford with Pocket,Gray Slacks,Black Suede Chelseas with Brown Sole,,,,,Brown Leather Briefcase
33023,White,Short Afro Fade,Dark Brown,Thin,Navy Blazer with Striped Shirt and No Tie,Navy Slacks,Black Suede Chelseas with Brown Sole,,,,,Black Leather Briefcase
33024,White,Low Ponytail,Black,,Light Gray Cardigan with Beige Oxford Shirt,Navy Slacks,White Canvas Sneaker with White Sole,,,,,Brown Leather Briefcase
33025,White,,Light Brown,,Olve Cardigan with Tan Longsleeve Shirt,Charcoal Slacks,White Canvas Sneaker with White Sole,,,Rosegold Aviators,Stud Earring,Lunchbox
33026,White,Short Afro Fade,Black,,Navy Oxford with Tie,Blue Denim,Black Suede Chelseas with Brown Sole,,,Rosegold Aviators,,Lunchbox
33027,White,Low Ponytail,Black,,Blue Longsleeve,Gray Slacks,Tan Suede Workboot with Tan Sole,,,Black Books,Stud Earring,
33028,White,Short Updo,Black,Stubble,Navy Oxford with Pocket,Gray Slacks,Black Suede Chelseas with Brown Sole,,,Silver Aviators,,Brown Leather Briefcase
33029,White,Buzz Cut,Dark Brown,,Light Gray Cardigan with Tan Longsleeve Shirt,Blue Denim,Redbrown Leather Workboot with Brown Sole,,Tan Workers Cap,,,Black Smartphone
33030,White,Short Coil,Blonde,Mustache,Navy Oxford with Tie,Khaki Slacks,Black Leather Shoes with Laces,,,,,
33031,White,Short Pixie,Black,,Denim Jumpsuit,,Black Suede Chelseas with Brown Sole,,,,,Black Smartphone
33032,White,Long Messy,Light Brown,,Olive Oxford with Buttons,Light-Wash Denim,Black Leather Shoes with Laces,,,Rosegold Aviators,,Black Smartphone
33033,White,Updo Bun,Light Brown,,Gray Blazer with Black Shirt and No Tie,Light-Wash Denim,Brown Leather Shoes with Laces,,,Black Books,,
33034,White,Low Ponytail,Blonde,,Blue Longsleeve,Khaki,Black Suede Chelseas with Brown Sole,,,Black Books,,
33035,White,Low Ponytail,Light Grey,,Light Gray Cardigan with Off-White Oxford Shirt,Gray Slacks,Black Suede Chelseas with Brown Sole,,,,,Black Leather Briefcase
33036,White,Short Messy,Light Brown,,Navy Blazer with Striped Shirt and Navy Tie,Charcoal Slacks,White Leather Sneaker with Grey Sole,,,,,Brown Leather Briefcase
33037,White,Short Messy,Black,,Olive Oxford with Pocket,Gray Slacks,Tan Suede Workboot with Tan Sole,,,,,
33038,White,Short Messy,Dark Brown,,Navy Oxford with Tie and Pocket,Blue Denim,Brown Leather Shoes with Laces,Ring One Blue,,,,Lunchbox
33039,White,Low Ponytail,Black,Goatee,Denim Jumpsuit,,Black Suede Chelseas with Brown Sole,,,,,Black Smartphone
33040,White,Short Pixie,Black,,Olive Oxford with Pocket,Khaki Slacks,Black Suede Chelseas with Brown Sole,,,Black Books,,Black Leather Briefcase
33041,White,Short Afro Fade,Blonde,,Light Gray Longsleeve,Dark-Wash Denim,Black Suede Chelseas with Brown Sole,,,Silver Aviators,,
33042,White,Short Afro Fade,Black,,Dark Gray Longsleeve,Dark-Wash Denim,Redbrown Leather Workboot with Brown Sole,,,,,
33043,White,Low Ponytail,Auburn,,Khaki Oxford with Tie,Charcoal Slacks,Brown Leather Shoes with Laces,,,,,
33044,White,Long Messy,Black,Goatee,Light Gray Cardigan with Light Gray Oxford Shirt,Gray Slacks,White Canvas Sneaker with White Sole,,,,,
33045,White,Short Afro Fade,Light Grey,,Blue Longsleeve,Dark-Wash Denim,Brown Leather Shoes with Laces,,,,,
33046,White,,Light Grey,,Olive Oxford with Buttons,Charcoal Slacks,Black Suede Chelseas with Brown Sole,,Tan Workers Cap,Black Books,,Black Smartphone
33047,White,Long Messy,Light Brown,,Navy Oxford with Pocket,Khaki Slacks,Brown Leather Shoes with Laces,,,,,Blue Lunchbox
33048,White,Short Updo,Dark Brown,,Tan Blazer with Off-White Shirt and No Tie,Navy Slacks,White Canvas Sneaker with White Sole,,,,,
33049,White,Long Afro,Dark Brown,,Navy Oxford with Buttons,Gray Slacks,White Canvas Sneaker with White Sole,,,,,Black Leather Briefcase
33050,White,Updo Bun,Light Grey,,Olive Oxford with Pocket,Gray Slacks,Brown Leather Shoes with Laces,Two Rings,,Black Books,Stud Earring,Black Smartphone
33051,White,Short Messy,Black,,Navy Blazer with Striped Shirt and No Tie,Charcoal Slacks,Black Suede Chelseas with Brown Sole,,,,,Black Smartphone
33052,White,Buzz Cut,Black,,Dark Gray Cardigan with Light Gray Longsleeve Shirt,Charcoal Slacks,Black Suede Chelseas with Brown Sole,,Tan Workers Cap,Black Books,,Black Smartphone
33053,White,Short Coil,Light Brown,,Gray Oxford with Tie and Pocket,Charcoal Slacks,Redbrown Leather Workboot with Brown Sole,,,,,Light Blue Smartphone
33054,White,Long Messy,Black,,Charcoal Blazer with Light Blue Shirt and No Tie,Light-Wash Denim,Redbrown Leather Workboot with Brown Sole,Two Rings,,,,Black Leather Briefcase
33055,White,Short Pixie,Dark Brown,Beard,Light Gray Cardigan with Light Gray Longsleeve Shirt,Light-Wash Denim,Tan Suede Workboot with Tan Sole,,,Black Books,Stud Earring,
33056,White,Long Messy,Light Brown,,Navy Blazer with Striped Shirt and No Tie,Khaki Slacks,White Canvas Sneaker with White Sole,,,,,
33057,White,Short Coil,Black,,Light Gray Longsleeve,Dark-Wash Denim,Black Suede Chelseas with Brown Sole,,,,,Black Smartphone
33058,White,Short Updo,Black,Thin,Light Gray Longsleeve,Khaki Slacks,Brown Leather Shoes with Laces,,,,,Black Leather Briefcase
33059,White,Short Pixie,Light Brown,,Olive Oxford with Tie and Pocket,Navy Slacks,White Canvas Sneaker with White Sole,,,Black Books,,Black Leather Briefcase
33060,White,Short Afro Fade,Black,,Denim Jumpsuit,,Black Suede Chelseas with Brown Sole,,,Black Books,,Black Smartphone
33061,White,Short Afro Fade,Dark Brown,,Dark Gray Cardigan with Light Gray Longsleeve Shirt,Navy Slacks,White Canvas Sneaker with White Sole,,,,,Black Leather Briefcase
33062,White,Medium Curly Bob,Light Brown,,Olive Oxford with Pocket,Charcoal Slacks,White Canvas Sneaker with White Sole,,,Black Books,,Brown Leather Briefcase
33063,White,Long Messy,Light Brown,,Dark Gray Longsleeve,Charcoal Slacks,White Canvas Sneaker with White Sole,,,Black Books,,
33064,White,Long Messy,Light Brown,Stubble,Blue Longsleeve,Navy Slacks,White Canvas Sneaker with White Sole,,,,,Brown Leather Briefcase
33065,White,Low Ponytail,Light Brown,,Light Gray Cardigan with Light Gray Longsleeve Shirt,Khaki,White Canvas Sneaker with White Sole,,,,,Black Smartphone
33066,White,Short Coil,Auburn,,Navy Blazer with Striped Shirt and No Tie,Khaki,Black Leather Shoes with Laces,,,,,
33067,White,Short Afro Fade,Dark Brown,Thin,Navy Oxford with Buttons,Khaki Slacks,Black Leather Shoes with Laces,,,Black Books,,Black Smartphone
33068,White,Medium Curly Bob,Light Brown,,Light Gray Longsleeve,Khaki Slacks,Redbrown Leather Workboot with Brown Sole,,,,,Lunchbox
33069,White,Straight Sideswept Fringe,Light Brown,,Khaki Oxford with Tie and Pocket,Charcoal Slacks,Redbrown Leather Workboot with Brown Sole,,,,,Black Leather Briefcase
33070,White,,Dark Brown,,Khaki Oxford with Tie,Light-Wash Denim,Redbrown Leather Workboot with Brown Sole,,Tan Workers Cap,,,
33071,White,Long Straight Bangs,Light Brown,,Dark Gray Longsleeve,Charcoal Slacks,Brown Leather Shoes with Laces,Two Rings,,,,Black Smartphone
33072,White,,Black,,Khaki Oxford with Tie and Pocket,Navy Slacks,Black Leather Shoes with Laces,,,Black Books,,Black Leather Briefcase
33073,White,Straight Sideswept Fringe,Light Brown,Stubble,Gray Blazer with Black Shirt and Gray Tie,Blue Denim,Black Leather Shoes with Laces,,,,,
33074,White,Short Coil,Blonde,Thin,Charcoal Blazer with Light Blue Shirt and No Tie,Charcoal Slacks,Tan Suede Workboot with Tan Sole,Two Rings,,Black Books,,Black Smartphone
33075,White,Low Ponytail,Blonde,,Olive Cardigan with Beige Longsleeve Shirt,Charcoal Slacks,Black Leather Shoes with Laces,,,,,Black Leather Briefcase
33076,White,Short Pixie,Light Grey,,Navy Oxford with Tie and Pocket,Gray Slacks,Black Suede Chelseas with Brown Sole,,,,,
33077,White,Short Afro Fade,Light Brown,,Navy Blazer with Striped Shirt and No Tie,Blue Denim,Black Suede Chelseas with Brown Sole,,,,,Lunchbox
33078,White,Straight Sideswept Fringe,Dark Brown,,Navy Oxford with Tie and Pocket,Navy Slacks,Brown Leather Shoes with Laces,,,,,
33079,White,Medium Curly Bob,Blonde,,Navy Oxford with Tie,Dark-Wash Denim,White Canvas Sneaker with White Sole,,,Black Books,,
