,Background,Hair Style,Hair Color,Facial Hair,Top,Bottom,Footwear,Ring,Headwear,Glasses,Piercings,Accessories
18055,White,None,Black,Stubble,Navy Oxford with Buttons,Khaki Slacks,Tan Suede Workboot with Tan Sole,None,None,Silver Aviators,None,Black Smartphone
18056,White,Long Messy,Black,None,Red Longsleeve,Khaki Slacks,White Canvas Sneaker with White Sole,None,None,Rosegold Aviators,None,Black Smartphone
18057,White,Short Afro Fade,Light Grey,None,Gray Oxford with Tie and Pocket,Navy Slacks,Black Suede Chelseas with Brown Sole,None,None,None,None,None
18058,White,Long Messy,Dark Brown,Thin,Gray Oxford with Tie,Navy Slacks,Black Leather Shoes with Laces,None,None,Black Books,None,Black Smartphone
18059,White,Short Pixie,Dark Brown,None,Charcoal Blazer with Light Blue Shirt and No Tie,Navy Slacks,Tan Suede Workboot with Tan Sole,Ring One Blue,None,None,None,None
18060,White,Low Ponytail,Light Brown,None,Navy Blazer with Striped Shirt and Navy Tie,Gray Slacks,Tan Suede Workboot with Tan Sole,None,None,None,None,None
18061,White,Short Afro Fade,Black,Thin,Olive Oxford with Pocket,Khaki,Black Suede Chelseas with Brown Sole,None,None,None,None,Black Leather Briefcase
18062,White,Short Updo,Dark Brown,None,Blue Longsleeve,Gray Slacks,Tan Suede Workboot with Tan Sole,None,None,None,None,None
18063,White,Medium Curly Bob,Black,Thin,Navy Blazer with Striped Shirt and No Tie,Khaki,Brown Leather Shoes with Laces,None,None,None,None,None
18064,White,Buzz Cut,Black,None,Navy Oxford with Tie,Charcoal Slacks,Black Leather Shoes with Laces,None,Tan Workers Cap,None,None,None
18065,White,None,Light Grey,None,Blue Longsleeve,Navy Slacks,White Canvas Sneaker with White Sole,None,None,Silver Aviators,None,None
18066,White,Short Pixie,Black,Thin,Dark Gray Longsleeve,Gray Slacks,Brown Leather Shoes with Laces,None,None,Black Books,None,Brown Leather Briefcase
18067,White,Medium Curly Bob,Dark Brown,Thin,Charcoal Blazer with Light Blue Shirt and No Tie,Charcoal Slacks,Brown Leather Shoes with Laces,Two Rings,None,None,None,Black Leather Briefcase
18068,White,Long Straight Bangs,Light Brown,Goatee,Light Gray Cardigan with Tan Longsleeve Shirt,Charcoal Slacks,Black Leather Shoes with Laces,None,None,None,None,Brown Leather Briefcase
18069,White,Short Updo,Light Brown,None,Blue Longsleeve,Dark-Wash Denim,Black Leather Shoes with Laces,Two Rings,None,None,Stud Earring,None
18070,White,Short Messy,Light Brown,Stubble,Olive Oxford with Pocket,Light-Wash Denim,White Leather Sneaker with Grey Sole,None,None,Black Books,None,Black Smartphone
18071,White,Long Afro,Dark Brown,Stubble,Red Longsleeve,Navy Slacks,White Canvas Sneaker with White Sole,None,None,Silver Aviators,None,Black Smartphone
18072,White,Short Messy,Dark Brown,None,Gray Blazer with Black Shirt and Gray Tie,Navy Slacks,Black Suede Chelseas with Brown Sole,Two Rings,None,Black Books,None,Black Leather Briefcase
18073,White,Buzz Cut,Blonde,None,Khaki Oxford with Tie and Pocket,Blue Denim,Redbrown Leather Workboot with Brown Sole,Two Rings,Tan Workers Cap,None,None,Brown Leather Briefcase
18074,White,Buzz Cut,Black,None,Navy Blazer with Striped Shirt and Navy Tie,Navy Slacks,Brown Leather Shoes with Laces,None,None,Black Books,None,Black Smartphone
18075,White,Medium Curly Bob,Black,None,Gray Blazer with Black Shirt and Gray Tie,Dark-Wash Denim,Black Suede Chelseas with Brown Sole,None,None,None,None,Black Smartphone
18076,White,Low Ponytail,Dark Brown,None,Charcoal Blazer with Light Blue Shirt and No Tie,Charcoal Slacks,Black Suede Chelseas with Brown Sole,None,None,None,None,None
18077,White,Buzz Cut,Dark Brown,None,Olive Oxford with Tie,Khaki Slacks,White Leather Sneaker with Grey Sole,None,Navy Blue Workers Cap,None,None,Black Smartphone
18078,White,Medium Curly Bob,Light Brown,None,Tan Blazer with Off-White Shirt and No Tie,Charcoal Slacks,White Canvas Sneaker with White Sole,None,None,Black Books,None,None
18079,White,None,Blonde,None,Charcoal Blazer with Light Blue Shirt and No Tie,Khaki Slacks,Redbrown Leather Workboot with Brown Sole,None,None,None,None,Black Smartphone
18080,White,Buzz Cut,Auburn,None,Brown Cardigan with Off-White Longsleeve Shirt,Charcoal Slacks,Tan Suede Workboot with Tan Sole,None,None,Black Books,None,Brown Leather Briefcase
18081,White,Updo Bun,Dark Brown,None,Olive Oxford with Buttons,Light-Wash Denim,Redbrown Leather Workboot with Brown Sole,None,None,None,None,Black Smartphone
18082,White,Short Pixie,Black,None,Red Longsleeve,Gray Slacks,Brown Leather Shoes with Laces,Two Rings,None,None,None,None
18083,White,Straight Sideswept Fringe,Auburn,Stubble,Olive Oxford with Tie,Dark-Wash Denim,White Canvas Sneaker with White Sole,None,None,None,None,Black Leather Briefcase
18084,White,Short Coil,Light Brown,None,Navy Oxford with Pocket,Dark-Wash Denim,Tan Suede Workboot with Tan Sole,None,None,None,Stud Earring,None
18085,White,Medium Curly Bob,Black,None,Charcoal Blazer with Light Blue Shirt and Black Tie,Gray Slacks,Black Suede Chelseas with Brown Sole,None,None,Silver Aviators,None,Black Leather Briefcase
18086,White,Short Messy,Light Brown,None,Charcoal Blazer with Light Blue Shirt and No Tie,Khaki Slacks,Brown Leather Shoes with Laces,None,None,None,None,None
18087,White,Straight Sideswept Fringe,Black,None,Khaki Jumpsuit,None,Brown Leather Shoes with Laces,None,None,Silver Aviators,None,Brown Leather Briefcase
18088,White,Medium Curly Bob,Dark Brown,None,Light Gray Cardigan with Light Gray Oxford Shirt,Khaki Slacks,Redbrown Leather Workboot with Brown Sole,None,None,Black Books,None,None
18089,White,Straight Sideswept Fringe,Light Brown,None,Navy Blazer with Striped Shirt and Navy Tie,Charcoal Slacks,White Leather Sneaker with Grey Sole,None,None,Black Books,None,Black Smartphone
18090,White,Straight Sideswept Fringe,Black,None,Tan Blazer with Off-White Shirt and Tan Tie,Charcoal Slacks,Tan Suede Workboot with Tan Sole,None,None,Rosegold Aviators,None,Brown Leather Briefcase
18091,White,Long Straight Bangs,Blonde,None,Light Gray Longsleeve,Charcoal Slacks,Tan Suede Workboot with Tan Sole,None,None,None,None,None
18092,White,Short Pixie,Light Grey,None,Light Gray Longsleeve,Gray Slacks,Brown Leather Shoes with Laces,None,None,None,Stud Earring,Black Smartphone
18093,White,Short Afro Fade,Auburn,None,Dark Gray Longsleeve,Charcoal Slacks,Black Suede Chelseas with Brown Sole,None,None,None,Stud Earring,None
18094,White,Short Coil,Dark Brown,None,Navy Blazer with Striped Shirt and Navy Tie,Dark-Wash Denim,Black Suede Chelseas with Brown Sole,None,None,Black Books,Stud Earring,Black Smartphone
18095,White,Short Updo,Blonde,None,Navy Oxford with Tie,Navy Slacks,Black Suede Chelseas with Brown Sole,None,None,Rosegold Aviators,None,Black Smartphone
18096,White,Straight Sideswept Fringe,Black,None,Blue Longsleeve,Gray Slacks,Tan Suede Workboot with Tan Sole,None,None,None,None,Lunchbox
18097,White,Long Straight Bangs,Light Brown,None,Navy Blazer with Striped Shirt and Navy Tie,Gray Slacks,Tan Suede Workboot with Tan Sole,None,None,None,None,None
18098,White,None,Dark Brown,None,Khaki Oxford with Tie and Pocket,Charcoal Slacks,Black Leather Shoes with Laces,None,Tan Workers Cap,None,None,Lunchbox
18099,White,None,Black,None,Gray Oxford with Tie,Charcoal Slacks,White Leather Sneaker with Grey Sole,None,Navy Blue Workers Cap,None,None,Brown Leather Briefcase
18100,White,Short Afro Fade,Dark Brown,None,Olive Oxford with Buttons,Gray Slacks,Black Suede Chelseas with Brown Sole,None,None,None,None,Lunchbox
18101,White,Updo Bun,Black,None,Khaki Oxford with Pocket,Blue Denim,Black Suede Chelseas with Brown Sole,None,None,None,None,None
18102,White,Short Pixie,Dark Brown,None,Gray Oxford with Tie and Pocket,Dark-Wash Denim,Brown Leather Shoes with Laces,None,None,None,Stud Earring,Black Smartphone
18103,White,Straight Sideswept Fringe,Light Brown,None,Olive Oxford with Tie,Charcoal Slacks,Redbrown Leather Workboot with Brown Sole,None,None,None,None,Black Smartphone
18104,White,Short Coil,Black,None,Khaki Oxford with Buttons,Charcoal Slacks,Brown Leather Shoes with Laces,Two Rings,None,Silver Aviators,None,Black Leather Briefcase
18105,White,None,Light Grey,None,Dark Gray Longsleeve,Charcoal Slacks,White Leather Sneaker with Grey Sole,None,None,None,None,Lunchbox
18106,White,Long Messy,Blonde,Stubble,Navy Oxford with Pocket,Charcoal Slacks,Brown Leather Shoes with Laces,None,None,None,None,Black Leather Briefcase
18107,White,Short Coil,Auburn,None,Navy Oxford with Tie and Pocket,Charcoal Slacks,White Canvas Sneaker with White Sole,Two Rings,None,None,None,Brown Leather Briefcase
18108,White,Long Messy,Black,None,Khaki Oxford with Tie and Pocket,Dark-Wash Denim,Black Leather Shoes with Laces,None,None,Silver Aviators,None,Black Leather Briefcase
18109,White,Straight Sideswept Fringe,Blonde,None,Navy Oxford with Buttons,Blue Denim,Redbrown Leather Workboot with Brown Sole,Two Rings,None,None,Stud Earring,None
18110,White,None,Black,None,Gray Blazer with Black Shirt and No Tie,Navy Slacks,Black Leather Shoes with Laces,None,None,Silver Aviators,None,Lunchbox
18111,White,Updo Bun,Light Grey,None,Olive Oxford with Buttons,Light-Wash Denim,Tan Suede Workboot with Tan Sole,None,None,Silver Aviators,None,Black Smartphone
18112,White,Buzz Cut,Auburn,None,Navy Blazer with Striped Shirt and No Tie,Charcoal Slacks,Brown Leather Shoes with Laces,None,None,Black Books,None,Lunchbox
18113,White,Updo Bun,Light Grey,None,Navy Oxford with Pocket,Charcoal Slacks,Tan Suede Workboot with Tan Sole,None,None,Silver Aviators,Stud Earring,None
18114,White,None,Black,None,Olive Oxford with Buttons,Khaki Slacks,Brown Leather Shoes with Laces,None,None,Black Books,None,None
18115,White,Short Pixie,Light Brown,Thin,Khaki Oxford with Tie and Pocket,Navy Slacks,Brown Leather Shoes with Laces,None,None,None,None,None
18116,White,None,Black,Thin,Charcoal Blazer with Light Blue Shirt and Black Tie,Navy Slacks,Tan Suede Workboot with Tan Sole,None,None,Silver Aviators,None,None
18117,White,Straight Sideswept Fringe,Dark Brown,None,Olive Oxford with Buttons,Charcoal Slacks,Brown Leather Shoes with Laces,None,None,None,None,Black Smartphone
18118,White,None,Dark Brown,Thin,Blue Longsleeve,Navy Slacks,Brown Leather Shoes with Laces,None,Tan Workers Cap,None,None,Black Leather Briefcase
18119,White,None,Light Brown,None,Charcoal Blazer with Light Blue Shirt and No Tie,Charcoal Slacks,Redbrown Leather Workboot with Brown Sole,None,Tan Workers Cap,None,None,Black Smartphone
18120,White,Low Ponytail,Auburn,None,Navy Oxford with Buttons,Navy Slacks,White Leather Sneaker with Grey Sole,None,None,Black Books,None,Black Smartphone
18121,White,Short Afro Fade,Blonde,None,Navy Blazer with Striped Shirt and No Tie,Blue Denim,White Canvas Sneaker with White Sole,Two Rings,None,Black Books,None,None
18122,White,Short Coil,Dark Brown,None,Navy Oxford with Pocket,Navy Slacks,White Canvas Sneaker with White Sole,None,None,Rosegold Aviators,None,None
18123,White,Updo Bun,Black,None,Denim Jumpsuit,None,Brown Leather Shoes with Laces,None,None,Black Books,None,None
18124,White,Short Coil,Light Grey,None,Navy Oxford with Tie,Dark-Wash Denim,Redbrown Leather Workboot with Brown Sole,None,None,Silver Aviators,None,Black Leather Briefcase
18125,White,Short Afro Fade,Light Brown,None,Khaki Oxford with Tie,Charcoal Slacks,Brown Leather Shoes with Laces,None,None,None,None,Lunchbox
18126,White,Short Pixie,Dark Brown,None,Charcoal Blazer with Light Blue Shirt and No Tie,Navy Slacks,Tan Suede Workboot with Tan Sole,Ring One Blue,None,None,None,None
18127,White,Short Updo,Dark Brown,None,Blue Longsleeve,Gray Slacks,Tan Suede Workboot with Tan Sole,None,None,None,None,None
18128,White,Short Afro Fade,Black,Thin,Olive Oxford with Pocket,Khaki,Black Suede Chelseas with Brown Sole,None,None,None,None,Black Leather Briefcase
18129,White,Updo Bun,Blonde,None,Navy Oxford with Buttons,Charcoal Slacks,White Canvas Sneaker with White Sole,Two Rings,None,Black Books,Stud Earring,Brown Leather Briefcase
18130,White,Short Updo,Dark Brown,None,Gray Oxford with Tie and Pocket,Gray Slacks,Black Suede Chelseas with Brown Sole,None,None,Silver Aviators,None,Brown Leather Briefcase
18131,White,Long Messy,Light Brown,None,Navy Jumpsuit,None,Black Suede Chelseas with Brown Sole,Two Rings,None,None,None,None
18132,White,None,Light Grey,None,Navy Oxford with Buttons,Dark-Wash Denim,White Canvas Sneaker with White Sole,None,Tan Workers Cap,Black Books,None,Brown Leather Briefcase
18133,White,Buzz Cut,Light Brown,Stubble,Gray Blazer with Black Shirt and Gray Tie,Dark-Wash Denim,Redbrown Leather Workboot with Brown Sole,None,None,Silver Aviators,Stud Earring,Black Leather Briefcase
18134,White,Low Ponytail,Light Brown,None,Brown Cardigan with Beige Longsleeve Shirt,Khaki Slacks,Brown Leather Shoes with Laces,None,None,Black Books,None,Black Smartphone
18135,White,Short Afro Fade,Light Brown,None,Denim Jumpsuit,None,White Canvas Sneaker with White Sole,Two Rings,None,None,None,None
18136,White,Low Ponytail,Light Brown,None,Navy Blazer with Striped Shirt and Navy Tie,Gray Slacks,Tan Suede Workboot with Tan Sole,None,None,None,None,None
18137,White,Straight Sideswept Fringe,Black,None,Navy Oxford with Buttons,Light-Wash Denim,Black Leather Shoes with Laces,None,None,Rosegold Aviators,None,Black Smartphone
18138,White,Short Coil,Black,None,Navy Oxford with Pocket,Gray Slacks,Black Suede Chelseas with Brown Sole,None,None,Black Books,None,None
18139,White,None,Black,Stubble,Charcoal Blazer with Light Blue Shirt and Black Tie,Dark-Wash Denim,Redbrown Leather Workboot with Brown Sole,None,None,Silver Aviators,None,None
18140,White,Medium Curly Bob,Light Grey,None,Brown Cardigan with Tan Longsleeve Shirt,Charcoal Slacks,Tan Suede Workboot with Tan Sole,None,None,None,None,None
18141,White,Medium Curly Bob,Black,Thin,Navy Blazer with Striped Shirt and No Tie,Khaki,Brown Leather Shoes with Laces,None,None,None,None,None
18142,White,Medium Curly Bob,Blonde,None,Blue Longsleeve,Charcoal Slacks,White Canvas Sneaker with White Sole,None,None,Black Books,None,None
18143,White,Medium Curly Bob,Black,Beard,Charcoal Blazer with Light Blue Shirt and No Tie,Charcoal Slacks,Tan Suede Workboot with Tan Sole,None,None,None,None,Black Smartphone
18144,White,Short Messy,Light Grey,None,Red Longsleeve,Charcoal Slacks,Black Suede Chelseas with Brown Sole,None,None,None,None,Black Leather Briefcase
18145,White,Low Ponytail,Light Brown,None,Navy Oxford with Buttons,Blue Denim,Brown Leather Shoes with Laces,None,None,None,None,Lunchbox
18146,White,Short Updo,Light Grey,None,Tan Blazer with Off-White Shirt and No Tie,Navy Slacks,Tan Suede Workboot with Tan Sole,Two Rings,None,Silver Aviators,None,Black Leather Briefcase
18147,White,Short Coil,Blonde,None,Dark Gray Cardigan with Tan Longsleeve Shirt,Gray Slacks,Black Leather Shoes with Laces,None,None,None,None,Brown Leather Briefcase
18148,White,Short Coil,Light Grey,None,Khaki Oxford with Tie,Charcoal Slacks,Black Suede Chelseas with Brown Sole,None,None,None,None,Black Smartphone
18149,White,Short Pixie,Dark Brown,None,Olive Oxford with Pocket,Navy Slacks,White Canvas Sneaker with White Sole,None,None,Black Books,None,None
18150,White,Short Afro Fade,Black,None,Blue Longsleeve,Dark-Wash Denim,Brown Leather Shoes with Laces,Two Rings,None,None,None,None
18151,White,Short Coil,Black,None,Light Gray Longsleeve,Khaki Slacks,Black Leather Shoes with Laces,None,None,None,None,None
18152,White,Short Messy,Dark Brown,None,Gray Jumpsuit,None,Brown Leather Shoes with Laces,None,None,None,None,Black Leather Briefcase
18153,White,Medium Curly Bob,Black,None,Olive Cardigan with Beige Longsleeve Shirt,Gray Slacks,Brown Leather Shoes with Laces,None,None,None,None,None
18154,White,Short Afro Fade,Dark Brown,None,Gray Blazer with Black Shirt and No Tie,Dark-Wash Denim,Redbrown Leather Workboot with Brown Sole,None,None,None,None,Blue Lunchbox
18155,White,Straight Sideswept Fringe,Light Brown,None,Gray Oxford with Pocket,Blue Denim,White Canvas Sneaker with White Sole,None,None,None,None,None
18156,White,Buzz Cut,Light Brown,None,Tan Blazer with Off-White Shirt and Tan Tie,Blue Denim,White Canvas Sneaker with White Sole,None,Tan Workers Cap,None,None,None
18157,White,Updo Bun,Light Brown,None,Navy Oxford with Tie and Pocket,Navy Slacks,Redbrown Leather Workboot with Brown Sole,None,None,None,None,Brown Leather Briefcase
18158,White,Straight Sideswept Fringe,Light Brown,None,Dark Gray Longsleeve,Navy Slacks,Tan Suede Workboot with Tan Sole,None,None,None,None,None
18159,White,Short Coil,Black,None,Navy Oxford with Buttons,Charcoal Slacks,Redbrown Leather Workboot with Brown Sole,Two Rings,None,None,None,None
18160,White,Short Afro Fade,Black,Stubble,Blue Longsleeve,Gray Slacks,White Canvas Sneaker with White Sole,None,None,None,None,Black Smartphone
18161,White,Short Messy,Blonde,None,Khaki Oxford with Pocket,Khaki Slacks,Redbrown Leather Workboot with Brown Sole,None,None,Silver Aviators,None,None
18162,White,Short Coil,Auburn,None,Charcoal Blazer with Light Blue Shirt and No Tie,Khaki Slacks,Tan Suede Workboot with Tan Sole,None,None,None,None,Lunchbox
18163,White,Short Updo,Light Grey,Mustache,Olive Oxford with Pocket,Blue Denim,Tan Suede Workboot with Tan Sole,None,None,None,None,None
18164,White,Straight Sideswept Fringe,Light Brown,Thin,Dark Gray Cardigan with Beige Oxford Shirt,Khaki Slacks,Black Leather Shoes with Laces,None,None,Black Books,None,None
18165,White,Short Afro Fade,Light Grey,None,Gray Blazer with Black Shirt and Gray Tie,Charcoal Slacks,Brown Leather Shoes with Laces,None,None,None,None,Black Leather Briefcase
18166,White,Short Coil,Dark Brown,None,Brown Cardigan with Light Gray Longsleeve Shirt,Navy Slacks,Black Leather Shoes with Laces,Two Rings,None,None,None,None
18167,White,Short Messy,Black,None,Blue Longsleeve,Navy Slacks,White Canvas Sneaker with White Sole,None,None,Black Books,None,Black Smartphone
18168,White,Medium Curly Bob,Blonde,None,Blue Longsleeve,Light-Wash Denim,Black Suede Chelseas with Brown Sole,None,None,None,None,None
18169,White,Medium Curly Bob,Auburn,None,Navy Blazer with Striped Shirt and No Tie,Charcoal Slacks,Redbrown Leather Workboot with Brown Sole,None,None,Black Books,None,Brown Leather Briefcase
18170,White,Long Straight Bangs,Light Grey,Stubble,Olive Oxford with Buttons,Charcoal Slacks,Black Suede Chelseas with Brown Sole,None,None,None,None,None
18171,White,Medium Curly Bob,Black,None,Gray Oxford with Tie,Charcoal Slacks,White Leather Sneaker with Grey Sole,None,None,Black Books,None,Black Smartphone
18172,White,Medium Curly Bob,Dark Brown,None,Olive Oxford with Pocket,Charcoal Slacks,White Canvas Sneaker with White Sole,None,None,Black Books,None,Brown Leather Briefcase
18173,White,Short Afro Fade,Auburn,Mustache,Light Gray Longsleeve,Light-Wash Denim,Black Suede Chelseas with Brown Sole,None,None,None,None,Lunchbox
18174,White,None,Light Brown,None,Khaki Oxford with Pocket,Charcoal Slacks,Black Suede Chelseas with Brown Sole,None,Tan Workers Cap,Black Books,None,Black Smartphone
18175,White,Short Coil,Auburn,Thin,Light Gray Longsleeve,Navy Slacks,Brown Leather Shoes with Laces,None,None,Silver Aviators,None,Brown Leather Briefcase
18176,White,Short Coil,Auburn,None,Olive Oxford with Tie and Pocket,Charcoal Slacks,Tan Suede Workboot with Tan Sole,None,None,Black Books,None,Brown Leather Briefcase
18177,White,Straight Sideswept Fringe,Dark Brown,None,Blue Longsleeve,Khaki,White Leather Sneaker with Grey Sole,None,None,None,None,Black Leather Briefcase
18178,White,None,Blonde,None,Gray Oxford with Tie,Khaki,Brown Leather Shoes with Laces,None,None,Black Books,None,Black Smartphone
18179,White,Short Pixie,Auburn,Beard,Gray Blazer with Black Shirt and Gray Tie,Navy Slacks,Brown Leather Shoes with Laces,None,None,Black Books,None,None
18180,White,Long Afro,Black,None,Navy Oxford with Tie and Pocket,Khaki Slacks,Black Leather Shoes with Laces,None,None,None,None,Black Leather Briefcase
18181,White,Short Afro Fade,Light Brown,Thin,Tan Blazer with Off-White Shirt and No Tie,Gray Slacks,Black Leather Shoes with Laces,None,None,None,None,Black Smartphone
18182,White,Updo Bun,Blonde,Stubble,Navy Oxford with Buttons,Charcoal Slacks,Brown Leather Shoes with Laces,Ring One Blue,None,None,Stud Earring,Brown Leather Briefcase
18183,White,Short Afro Fade,Black,None,Gray Blazer with Black Shirt and No Tie,Charcoal Slacks,Brown Leather Shoes with Laces,None,None,Rosegold Aviators,None,Black Leather Briefcase
18184,White,Medium Curly Bob,Blonde,None,Olive Oxford with Tie,Gray Slacks,Brown Leather Shoes with Laces,None,None,Black Books,None,Black Leather Briefcase
18185,White,Straight Sideswept Fringe,Light Brown,None,Gray Oxford with Pocket,Blue Denim,White Canvas Sneaker with White Sole,None,None,None,None,None
18186,White,Low Ponytail,Light Brown,None,Brown Cardigan with Beige Longsleeve Shirt,Gray Slacks,White Leather Sneaker with Grey Sole,None,None,None,None,Brown Leather Briefcase
18187,White,Medium Curly Bob,Blonde,None,Navy Jumpsuit,None,White Canvas Sneaker with White Sole,None,None,Silver Aviators,None,Lunchbox
18188,White,Short Afro Fade,Dark Brown,None,Olive Oxford with Tie,Charcoal Slacks,Black Suede Chelseas with Brown Sole,None,None,None,None,None
18189,White,Short Coil,Black,Goatee,Gray Oxford with Tie,Gray Slacks,White Canvas Sneaker with White Sole,None,None,None,None,Black Leather Briefcase
18190,White,Short Messy,Dark Brown,None,Blue Longsleeve,Dark-Wash Denim,Redbrown Leather Workboot with Brown Sole,None,None,None,None,Black Leather Briefcase
18191,White,Short Coil,Light Brown,None,Olive Cardigan with Light Gray Longsleeve Shirt,Navy Slacks,White Leather Sneaker with Grey Sole,None,None,Silver Aviators,None,None
18192,White,None,Light Brown,Stubble,Charcoal Blazer with Light Blue Shirt and Black Tie,Khaki Slacks,Brown Leather Shoes with Laces,None,Navy Blue Workers Cap,None,Stud Earring,Black Smartphone
18193,White,Straight Sideswept Fringe,Auburn,None,Gray Blazer with Black Shirt and Gray Tie,Charcoal Slacks,Brown Leather Shoes with Laces,None,None,None,None,Light Blue Smartphone
18194,White,Updo Bun,Black,None,Denim Jumpsuit,None,Brown Leather Shoes with Laces,None,None,Black Books,None,None
18195,White,Straight Sideswept Fringe,Dark Brown,None,Olive Oxford with Buttons,Gray Slacks,Tan Suede Workboot with Tan Sole,None,None,Black Books,None,None
18196,White,Short Messy,Black,None,Dark Gray Longsleeve,Blue Denim,Tan Suede Workboot with Tan Sole,None,None,None,None,Lunchbox
18197,White,Long Messy,Black,None,Khaki Oxford with Tie and Pocket,Navy Slacks,Black Leather Shoes with Laces,None,None,None,None,Brown Leather Briefcase
18198,White,Short Coil,Light Brown,None,Charcoal Blazer with Light Blue Shirt and No Tie,Dark-Wash Denim,White Leather Sneaker with Grey Sole,None,None,None,None,Black Smartphone
18199,White,None,Blonde,None,Blue Longsleeve,Charcoal Slacks,Brown Leather Shoes with Laces,None,None,None,None,Black Leather Briefcase
18200,White,Straight Sideswept Fringe,Black,None,Dark Gray Longsleeve,Navy Slacks,Tan Suede Workboot with Tan Sole,None,None,Black Books,None,Black Leather Briefcase
18201,White,Updo Bun,Auburn,None,Charcoal Blazer with Light Blue Shirt and Black Tie,Charcoal Slacks,Black Leather Shoes with Laces,None,None,None,None,None
18202,White,Updo Bun,Auburn,None,Light Gray Cardigan with Beige Oxford Shirt,Dark-Wash Denim,Black Leather Shoes with Laces,None,None,Black Books,None,Lunchbox
18203,White,None,Light Grey,None,Olive Oxford with Pocket,Khaki Slacks,White Canvas Sneaker with White Sole,None,Tan Workers Cap,None,None,Lunchbox
18204,White,Long Messy,Black,None,Olive Oxford with Buttons,Charcoal Slacks,Redbrown Leather Workboot with Brown Sole,None,None,Blue Books,None,Brown Leather Briefcase
18205,White,Short Messy,Black,None,Gray Blazer with Black Shirt and No Tie,Navy Slacks,White Canvas Sneaker with White Sole,None,None,None,None,Black Smartphone
18206,White,Short Pixie,Blonde,None,Olive Oxford with Tie,Navy Slacks,White Leather Sneaker with Grey Sole,Two Rings,None,Black Books,None,Brown Leather Briefcase
18207,White,Updo Bun,Light Brown,None,Navy Oxford with Tie,Gray Slacks,Tan Suede Workboot with Tan Sole,None,None,None,None,Lunchbox
18208,White,Short Afro Fade,Light Grey,Stubble,Light Gray Longsleeve,Blue Denim,Brown Leather Shoes with Laces,None,None,None,Stud Earring,Black Smartphone
18209,White,Short Coil,Black,None,Gray Blazer with Black Shirt and Gray Tie,Charcoal Slacks,Brown Leather Shoes with Laces,None,None,None,None,Brown Leather Briefcase
18210,White,Short Coil,Light Brown,Thin,Gray Oxford with Tie,Dark-Wash Denim,Redbrown Leather Workboot with Brown Sole,None,None,None,None,Brown Leather Briefcase
18211,White,Medium Curly Bob,Black,None,Gray Blazer with Black Shirt and Gray Tie,Navy Slacks,Black Suede Chelseas with Brown Sole,None,None,Black Books,None,None
18212,White,Medium Curly Bob,Dark Brown,None,Khaki Oxford with Tie and Pocket,Charcoal Slacks,Black Leather Shoes with Laces,None,None,Silver Aviators,None,None
18213,White,Long Straight Bangs,Blonde,Beard,Olive Oxford with Tie,Gray Slacks,Tan Suede Workboot with Tan Sole,None,None,None,None,Black Smartphone
18214,White,Long Straight Bangs,Light Brown,None,Tan Blazer with Off-White Shirt and Tan Tie,Khaki,Redbrown Leather Workboot with Brown Sole,None,None,None,None,Lunchbox
18215,White,Straight Sideswept Fringe,Dark Brown,None,Light Gray Longsleeve,Dark-Wash Denim,Black Suede Chelseas with Brown Sole,None,None,Rosegold Aviators,Stud Earring,Brown Leather Briefcase
18216,White,Buzz Cut,Black,None,Light Gray Cardigan with Beige Oxford Shirt,Charcoal Slacks,Brown Leather Shoes with Laces,None,None,None,None,None
18217,White,Medium Curly Bob,Black,None,Red Longsleeve,Charcoal Slacks,Tan Suede Workboot with Tan Sole,None,None,None,None,None
18218,White,Medium Curly Bob,Light Brown,None,Charcoal Blazer with Light Blue Shirt and Black Tie,Charcoal Slacks,Tan Suede Workboot with Tan Sole,Two Rings,None,Rosegold Aviators,None,None
18219,White,Short Coil,Blonde,None,Red Longsleeve,Light-Wash Denim,Tan Suede Workboot with Tan Sole,None,None,None,None,None
18220,White,Long Afro,Black,None,Gray Blazer with Black Shirt and No Tie,Khaki,White Canvas Sneaker with White Sole,Two Rings,None,None,None,Black Smartphone
18221,White,Buzz Cut,Blonde,None,Charcoal Blazer with Light Blue Shirt and No Tie,Khaki,Black Leather Shoes with Laces,None,Tan Workers Cap,None,None,Lunchbox
18222,White,Straight Sideswept Fringe,Blonde,None,Olive Cardigan with Light Gray Longsleeve Shirt,Navy Slacks,Black Suede Chelseas with Brown Sole,Two Rings,None,Silver Aviators,None,None
18223,White,Medium Curly Bob,Light Brown,None,Navy Blazer with Striped Shirt and Navy Tie,Navy Slacks,White Leather Sneaker with Grey Sole,None,None,None,None,Black Smartphone
18224,White,Short Coil,Light Brown,None,Tan Blazer with Off-White Shirt and No Tie,Gray Slacks,White Canvas Sneaker with White Sole,None,None,None,None,None
18225,White,None,Dark Brown,None,Navy Blazer with Striped Shirt and Navy Tie,Navy Slacks,Black Suede Chelseas with Brown Sole,None,Navy Blue Workers Cap,None,Stud Earring,Lunchbox
18226,White,Straight Sideswept Fringe,Light Grey,None,Light Gray Longsleeve,Charcoal Slacks,Brown Leather Shoes with Laces,Two Rings,None,Black Books,None,Lunchbox
18227,White,Buzz Cut,Dark Brown,None,Khaki Oxford with Tie,Navy Slacks,Redbrown Leather Workboot with Brown Sole,None,Tan Workers Cap,None,Stud Earring,Lunchbox
